Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-3.5Ta,Co-3.5Ta,"Shinagawa, K. et al. Phase equilibria and thermodynamic calculation of the Co-Ta binary system. Intermetallics 49, 87–97 (2014).",944.7,1428.5,1463.7,,96.5,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.3Al-10.4W-0.02B,Co-9.3Al-10.4W-0.02B,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",1038,,,,80.28,0,9.3,0,10.4,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.5W-0.02B,Co-9.2Al-9.5W-0.02B,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",1022,,,,81.28,0,9.2,0,9.5,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.2W-0.02B,Co-9Al-8.2W-0.02B,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",978,,,,82.78,0,9,0,8.2,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-6.9W-0.02B,Co-8.9Al-6.9W-0.02B,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",937,,,,84.18,0,8.9,0,6.9,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.8Ni-14.Al-3.3Cr-4.4W-3.5Ta,SB-CoNi-8,"Stewart, C. A., Murray, S. P., Suzuki, A., Pollock, T. M. & Levi, C. G. Accelerated discovery of oxidation resistant CoNi-base ?/?’ alloys with high L12 solvus and low density. Mater. Des. 189, (2020).",1233,1324,,,40,34.8,14,3.3,4.4,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.1Ni-13.1Al-5.5Cr-1.W-3.5Ta,SB-CoNi-10,"Stewart, C. A., Murray, S. P., Suzuki, A., Pollock, T. M. & Levi, C. G. Accelerated discovery of oxidation resistant CoNi-base ?/?’ alloys with high L12 solvus and low density. Mater. Des. 189, (2020).",1196,1340,,,39.8,37.1,13.1,5.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.2Ni-14.3Al-5.9Cr-1.W-3.2Ta,SB-CoNi-9,"Stewart, C. A., Murray, S. P., Suzuki, A., Pollock, T. M. & Levi, C. G. Accelerated discovery of oxidation resistant CoNi-base ?/?’ alloys with high L12 solvus and low density. Mater. Des. 189, (2020).",1191,1331,,,40.4,35.2,14.3,5.9,1,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,2Ta,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",1079,1407,1451,,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,11W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",1033,1451,1477,,79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.W,9W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",1000,1458,1490,,81.8,0,9.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Re,2Re,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",994,1469,1493,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-2.Ta,CrTa,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",960,1412,1453,,77.9,0,7.8,4.5,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta,Co–9Al–9W-2Ta,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",1079,1407,1451,,80,0,9,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Co–9Al–9W,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",964,1458,1490,,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K. & Inui, H. Microstructural change of monocrystalline Co-Al-W-based ?/?? two phase alloys by high temperature creep. (2013).",1098,,,,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Ta,Tanaka alloy 2,"Tanaka, K. & Inui, H. Microstructural change of monocrystalline Co-Al-W-based ?/?? two phase alloys by high temperature creep. (2013).",1096,,,,79,0,9,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W-2.Ta,Tanaka alloy 3,"Tanaka, K. & Inui, H. Microstructural change of monocrystalline Co-Al-W-based ?/?? two phase alloys by high temperature creep. (2013).",1087,,,,81,0,9,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Tanaka alloy 1,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",977,,,,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-9.8Al-6.4Cr-6.3W-2.4Ta,CoNi-A,"Titus, M. S., Eggeler, Y. M., Suzuki, A. & Pollock, T. M. Creep-induced planar defects in L12-containing Co- and CoNi-base single-crystal superalloys. Acta Mater. 82, 530–539 (2015)",1150,,,,45.9,29.2,9.8,6.4,6.3,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.Ni-11.2Al-6.5W-2.8Ta,CoNi-C,"Titus, M. S., Eggeler, Y. M., Suzuki, A. & Pollock, T. M. Creep-induced planar defects in L12-containing Co- and CoNi-base single-crystal superalloys. Acta Mater. 82, 530–539 (2015)",1134,,,,41.5,38,11.2,0,6.5,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.7Al-8.1W-6.2Ti,6Ti,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",1085,1233,1394,,79,0,6.7,0,8.1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,2Ta,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",1079,1406,1445,,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,Ternary,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",1033,1445,1479,,79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-1.5Ta,CrTa,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",975,1412,1452,,78.4,0,7.8,4.5,7.8,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.1Al-9.2W,Co-9Al-9W,"Tomaszewska, A., Moskal, G., Migas, D., Miku?kiewicz, M. & Maci?g, T. Thermal parameters determination of Co–Al–W as-cast alloy homogenization by DTA analysis. J. Therm. Anal. Calorim. 134, 157–164 (2018).",1005,1447,,,81.7,0,9.1,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.Ni-8.Al-6.Cr-5.W-2.5Ti-1.5Ta-0.4Si-0.1Hf,ERBOCo-1,"Volz, N. et al. Thermophysical and Mechanical Properties of Advanced Single Crystalline Co-base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4099–4109 (2018).",1174,1319,1400,,44.5,32,8,6,5,2.5,1.5,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-32.Ni-8.Al-6.Cr-5.7W-2.5Ti-1.8Ta-0.4Si-0.1Hf,ERBOCo-4,"Volz, N. et al. Thermophysical and Mechanical Properties of Advanced Single Crystalline Co-base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4099–4109 (2018).",1169,1343,1384,,43.5,32,8,6,5.7,2.5,1.8,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-32.Ni-8.Al-6.Cr-5.W-2.5Ti-1.5Ta-1.Re-0.4Si-0.1Hf,ERBOCo-3,"Volz, N. et al. Thermophysical and Mechanical Properties of Advanced Single Crystalline Co-base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4099–4109 (2018).",1160,1323,1412,,43.5,32,8,6,5,2.5,1.5,0,0,0,0,0,0,0,1,0.4,0,0,0.1,0,0,0,0,0,0
Co-9.9Al-4.8W,Co-10Al-5W-2Ta,"Vorontsov, V. A. et al. Coarsening behaviour and interfacial structure of ?? precipitates in Co-Al-W based superalloys. Acta Mater. 120, 14–23 (2016).",992,,,,85.3,0,9.9,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.2Ni-7.3Al-7.W,Co-7Al-7W-20Ni,"Vorontsov, V. A. et al. Coarsening behaviour and interfacial structure of ?? precipitates in Co-Al-W based superalloys. Acta Mater. 120, 14–23 (2016).",881,,,,65.5,20.2,7.3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.3Al-6.8W,Co-7Al-7W,"Vorontsov, V. A. et al. Coarsening behaviour and interfacial structure of ?? precipitates in Co-Al-W based superalloys. Acta Mater. 120, 14–23 (2016).",854,,,,85.9,0,7.3,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta,Co-9Al-9W-2Ta,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",1065,,,,80,0,9,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Nb,Co-9Al-9W-2Nb,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",1038,,,,80,0,9,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ti,Co-9Al-9W-2Ti,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",1036,,,,80,0,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.V,Co-9Al-9W-2V,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",1012,,,,80,0,9,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Si,Co-9Al-9W-2Si,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",1006,,,,80,0,9,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Mo,Co-9Al-9W-2Mo,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",989,,,,80,0,9,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-9.W,Co-9Al-9W-2Ni,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",976,,,,80,2,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Co-9Al-9W,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",974,,,,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-2.Cr-9.W,Co-9Al-9W-2Cr,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",974,,,,80,0,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.4Al-8.9W-1.9Ta,Weaver Alloy 1,"Weaver, D. S., Shivpuri, R., Brevick, J. & Fraser, H. Thermomechanical Processing of a Gamma-Prime Strengthened Cobalt-Base Superalloy.",1080,,,,80.8,0,8.4,0,8.9,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.Ni-9.Al-6.Cr-2.W-5.Ti-1.Ta-1.Mo,9Al,"Wen, M. et al. Effects of Al content on microstructures and high-temperature tensile properties of two newly designed CoNi-base superalloys. J. Alloys Compd. 155337 (2020) doi:10.1016/j.jallcom.2020.155337.",1238,,1372,,38,38,9,6,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.Ni-13.Al-6.Cr-2.W-5.Ti-1.Ta,13Al,"Wen, M. et al. Effects of Al content on microstructures and high-temperature tensile properties of two newly designed CoNi-base superalloys. J. Alloys Compd. 155337 (2020) doi:10.1016/j.jallcom.2020.155337.",1220,,1355,,38,35,13,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-25.Ni-10.Al-4.W-2.Ti-2.Ta,Co-10Al-4W-25Ni-2Ta-2Ti,"Wertz, K. et al. Supersolvus Hot Workability and Dynamic Recrystallization in Wrought Co–Al–W-Base Alloys. in 857–869 (2020). doi:10.1007/978-3-030-51834-9_84.",1137,,,,57,25,10,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta,Co-9Al-9W-2Ta,"Wertz, K. et al. Supersolvus Hot Workability and Dynamic Recrystallization in Wrought Co–Al–W-Base Alloys. in 857–869 (2020). doi:10.1007/978-3-030-51834-9_84.",1080,,,,80,0,9,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-7.5W,ERBOCCo-2Ta,"Xue, F. et al. Double minimum creep in the rafting regime of a single-crystal Co-base superalloy. Scr. Mater. 142, 129–132 (2018).",1120,,,,81.5,2,9,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-45.Ni-9.Al-10.W,45Ni,"Xue, F. et al. Effects of Ni on microstructural evolution and ?’ dissolution of novel Co-Al-W base alloys. Jinshu Xuebao/Acta Metall. Sin. 50, 845–853 (2014).",1079,1465,,,36,45,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.Ni-9.Al-10.W,35Ni,"Xue, F. et al. Effects of Ni on microstructural evolution and ?’ dissolution of novel Co-Al-W base alloys. Jinshu Xuebao/Acta Metall. Sin. 50, 845–853 (2014).",1049,1464,,,46,35,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-25.Ni-9.Al-10.W,25Ni,"Xue, F. et al. Effects of Ni on microstructural evolution and ?’ dissolution of novel Co-Al-W base alloys. Jinshu Xuebao/Acta Metall. Sin. 50, 845–853 (2014).",1037,1464,,,56,25,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Ni-9.Al-10.W,15Ni,"Xue, F. et al. Effects of Ni on microstructural evolution and ?’ dissolution of novel Co-Al-W base alloys. Jinshu Xuebao/Acta Metall. Sin. 50, 845–853 (2014).",1030,1460,,,66,15,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Ta,2Ta,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1100,1412,1455,,79,0,9,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Ti,2Ti,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1065,1408,1468,,79,0,9,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Nb,2Nb,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1047,1405,1464,,79,0,9,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W,baseline,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1029,1459,1476,,81,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Mo,2Mo,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1018,1440,1468,,79,0,9,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.V,2V,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",997,1443,1472,,79,0,9,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-6.W-6.Ti-2.Ta,Alloy TaTi-D,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",1184,,,,80,0,6,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-7.W-4.Ti-2.Ta,Alloy TaTi-C,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",1157,,,,80,0,7,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.3Al-4.4W-4.Ti-3.Ta,Alloy TaTi-E,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",1146,,,,82.3,0,6.3,0,4.4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-4.Ti-1.Ta,Alloy TaTi,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",1131,,,,80,0,7,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-4.Ti-1.Ta,Alloy TaTi-B,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",1131,,,,80,0,7,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.6Al-6.6W-2.Ti-1.7Ta,Alloy TaTi-A,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",1097,,,,81.1,0,8.6,0,6.6,2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-4.Ti,Alloy Ti,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",1070,,,,81,0,7,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-1.Ta,Alloy Ta,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",998,,,,84,0,7,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W,alloy base,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",919,,,,85,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-7.W-4.Ti-2.Ta,Alloy B,"Xue, F., Zhou, H. J., Ding, X. F., Wang, M. L. & Feng, Q. Improved high temperature ?’ stability of Co-Al-W-base alloys containing Ti and Ta. Mater. Lett. 112, 215–218 (2013).",1157,,,,80,0,7,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-4.Ti-1.Ta,Alloy A,"Xue, F., Zhou, H. J., Ding, X. F., Wang, M. L. & Feng, Q. Improved high temperature ?’ stability of Co-Al-W-base alloys containing Ti and Ta. Mater. Lett. 112, 215–218 (2013).",1131,,,,80,0,7,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",982,,,,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.5Al-6.W-2.3Ti,2Ti-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",921,,,,85.2,0,6.5,0,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",983,,,,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",919,,,,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.5Ni-11.2Al-20.5Cr-3.4W,21Cr-32Ni-A,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",906,,,,32.4,32.5,11.2,20.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.2Al-7.2W-0.7Si,1Si,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",883,,,,84.9,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0
Co-20.2Ni-7.3Al-7.W,20Ni,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",881,,,,65.5,20.2,7.3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-33.2Ni-7.7Al-20.8Cr-6.5W,21Cr-32Ni,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",880,,,,31.8,33.2,7.7,20.8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.2Al-9.8Cr-6.8W,10Cr,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",861,,,,76.2,0,7.2,9.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.3Al-6.8W,Base,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",854,,,,85.9,0,7.3,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
