Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-37.6Ni-8.9Al-15.8Cr-2.8W-1.8Ti-0.5Ta-0.14C-0.03Zr-0.05B,CoEXP,"Forsik, S. A. J. et al. Recent Developments in the Design of Next Generation ??-Strengthened Cobalt–Nickel Superalloys. in 847–856 (2020). doi:10.1007/978-3-030-51834-9_83.",1060,1363,1428,764,32.38,37.6,8.9,15.8,2.8,1.8,0.5,0,0,0,0.14,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-9.1Al-12.4Cr-1.3W-3.7Nb,1W4Nb,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",1035,1274,1370,205,43.83,29.69,9.05,12.43,1.26,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-8.7Al-12.1Cr-3.1W-1.8Nb,3W2Nb,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",1005,1342,1403,204,44.41,29.89,8.69,12.11,3.09,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-9.Al-12.2Cr-4.1W-1.Nb,4W1Nb,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",996,1380,1422,203,43.76,29.91,9.03,12.19,4.07,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-8.9Al-12.3Cr-5.1W,5W,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",973,1415,1440,199,44.04,29.71,8.86,12.32,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-8.9Al-12.6Cr-3.9W-1.Mo,4W1Mo,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",964,1409,1433,200,44.07,29.49,8.9,12.58,3.92,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-8.9Al-12.1Cr-3.1W-1.8Mo,3W2Mo,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",949,1410,1433,201,44.22,29.89,8.91,12.1,3.09,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-26.7Ni-9.1Al-12.4Cr-1.3W-3.8Mo,1W4Mo,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",,1390,1419,202,46.81,26.69,9.05,12.42,1.25,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-6.7Al-3.3Ti,3.3Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",778,1365,1425,206,60,30,6.7,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.5Ti,2.5Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",775,1399,1443,207,60,30,7.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-8.3Al-1.7Ti,1.7Ti,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",766,1397,1442,210,60,30,8.3,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.5Ti-2.Mo,2Mo,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",732,1419,1454,209,58,30,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.5Al-2.Cr-2.5Ti,2Cr,"Gao, Q. et al. Effects of alloying elements on microstructure and mechanical properties of Co–Ni–Al–Ti superalloy. Mater. Sci. Eng. A 779, (2020).",730,1400,1445,208,58,30,7.5,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-4.Mo,+4Mo,"Im, H. J. et al. Elemental partitioning and site-occupancy in ?/?? forming Co-Ti-Mo and Co-Ti-Cr alloys. Scr. Mater. 154, 159–162 (2018).",1119,1193,1290,214,84,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.Cr-12.Ti,+4Cr,"Im, H. J. et al. Elemental partitioning and site-occupancy in ?/?? forming Co-Ti-Mo and Co-Ti-Cr alloys. Scr. Mater. 154, 159–162 (2018).",1062,1205,1321,215,84,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti,Co-12Ti,"Im, H. J. et al. Elemental partitioning and site-occupancy in ?/?? forming Co-Ti-Mo and Co-Ti-Cr alloys. Scr. Mater. 154, 159–162 (2018).",1005,1219,1318,213,88,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.6Ni-11.2Al-6.5W-2.8Ta,CoNi-E,"Jackson, R. W., Titus, M. S., Begley, M. R. & Pollock, T. M. Thermal expansion behavior of new Co-based alloys and implications for coatings. Surf. Coatings Technol. 289, 61–68 (2016).",1182,,1396,"reported T_m, assuming that means liquidus",49.9,29.6,11.2,0,6.5,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.7Al-8.1W-6.2Ti,Quat-Ti,"Jackson, R. W., Titus, M. S., Begley, M. R. & Pollock, T. M. Thermal expansion behavior of new Co-based alloys and implications for coatings. Surf. Coatings Technol. 289, 61–68 (2016).",1163,,1231,"reported T_m, assuming that means liquidus",79,0,6.7,0,8.1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-9.8Al-6.4Cr-6.3W-2.4Ta,CoNi-A,"Jackson, R. W., Titus, M. S., Begley, M. R. & Pollock, T. M. Thermal expansion behavior of new Co-based alloys and implications for coatings. Surf. Coatings Technol. 289, 61–68 (2016).",1147,,1380,"reported T_m, assuming that means liquidus",45.9,29.2,9.8,6.4,6.3,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,Quat-Ta,"Jackson, R. W., Titus, M. S., Begley, M. R. & Pollock, T. M. Thermal expansion behavior of new Co-based alloys and implications for coatings. Surf. Coatings Technol. 289, 61–68 (2016).",1103,,1407,"reported T_m, assuming that means liquidus",79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,Ternary,"Jackson, R. W., Titus, M. S., Begley, M. R. & Pollock, T. M. Thermal expansion behavior of new Co-based alloys and implications for coatings. Surf. Coatings Technol. 289, 61–68 (2016).",1039,,1447,"reported T_m, assuming that means liquidus",79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-23.4Ni-9.5Al-1.9Cr-4.1W-1.8Ta,Co-10Al-4W-25Ni-2Ta-2Ti,"Katelun Wertz, B., Mills, M., Stephen Niezgoda, A. & Yunzhi Wang Kiran, A. D. Exploration of Phase Stability and Hot Workability of Polycrystalline Co-Al-W-Base Superalloys.",1137,1369,1421,,59.29,23.42,9.49,1.89,4.1,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti,6.6Ti,"Kobayashi, S., Tsukamoto, Y. & Takasugi, T. Phase equilibria in the Co-rich Co-Al-W-Ti quaternary system. Intermetallics 19, 1908–1912 (2011).",1200,1304,1400,,82,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.9Al-1.9W-13.2Ti,13.2Ti,"Kobayashi, S., Tsukamoto, Y. & Takasugi, T. Phase equilibria in the Co-rich Co-Al-W-Ti quaternary system. Intermetallics 19, 1908–1912 (2011).",1159,1200,1298,,83,0,1.9,0,1.9,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-3.8Al-3.8W-9.9Ti,9.9T,"Kobayashi, S., Tsukamoto, Y. & Takasugi, T. Phase equilibria in the Co-rich Co-Al-W-Ti quaternary system. Intermetallics 19, 1908–1912 (2011).",1157,1241,1356,,82.5,0,3.8,0,3.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-16.5Ti,16.5Ti,"Kobayashi, S., Tsukamoto, Y. & Takasugi, T. Phase equilibria in the Co-rich Co-Al-W-Ti quaternary system. Intermetallics 19, 1908–1912 (2011).",1156,1156,1175,,83.5,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-7.7W-3.3Ti,3.3Ti,"Kobayashi, S., Tsukamoto, Y. & Takasugi, T. Phase equilibria in the Co-rich Co-Al-W-Ti quaternary system. Intermetallics 19, 1908–1912 (2011).",1118,1378,1441,,81.5,0,7.5,0,7.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-9.6W,Base,"Kobayashi, S., Tsukamoto, Y. & Takasugi, T. Phase equilibria in the Co-rich Co-Al-W-Ti quaternary system. Intermetallics 19, 1908–1912 (2011).",1025,1455,1480,,81,0,9.4,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-9.Al-7.W-3.Ti-2.Ta-0.1B,L22,"Lass, E. A. Application of Computational Thermodynamics to the Design of a Co-Ni-Based ??-Strengthened Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 48, 2443–2459 (2017).",1218,1359,1411,,48.9,30,9,0,7,3,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.5Al-7.W-4.Ti-2.5Ta,Co-30Ni-10.5Al-4Ti-7W-2.5Ta,"Lass, E. A. Application of Computational Thermodynamics to the Design of a Co-Ni-Based ??-Strengthened Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 48, 2443–2459 (2017).",1195,1298,1374,,76,0,10.5,0,7,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.5W-4.Ti-2.5Ta,Co-30Ni-11Al-4Ti-5.5W-2.5Ta,"Lass, E. A. Application of Computational Thermodynamics to the Design of a Co-Ni-Based ??-Strengthened Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 48, 2443–2459 (2017).",1194,1304,1374,,77,0,11,0,5.5,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.5Al-3.5W-4.Ti-2.5Ta,Co-30Ni-11.5Al-4Ti-.55W-2.5Ta,"Lass, E. A. Application of Computational Thermodynamics to the Design of a Co-Ni-Based ??-Strengthened Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 48, 2443–2459 (2017).",1188,1298,1371,,78.5,0,11.5,0,3.5,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.5Al-7.5W-2.Ti-25.Ta,Co-30Ni-10.5Al-2Ti-7.5W-2.5Ta,"Lass, E. A. Application of Computational Thermodynamics to the Design of a Co-Ni-Based ??-Strengthened Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 48, 2443–2459 (2017).",1135,1336,1404,,55,0,10.5,0,7.5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.5W-2.Ti-2.5Ta,Co-30Ni-11Al-2Ti-5.5W-2.5Ta,"Lass, E. A. Application of Computational Thermodynamics to the Design of a Co-Ni-Based ??-Strengthened Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 48, 2443–2459 (2017).",1126,1337,1403,,79,0,11,0,5.5,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-5.W-4.Ti-2.Ta,Co-30Ni-7Al-4Ti-5W-2Ta,"Lass, E. A. Application of Computational Thermodynamics to the Design of a Co-Ni-Based ??-Strengthened Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 48, 2443–2459 (2017).",1088,1355,1403,,82,0,7,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.6Ni-10.2Al-7.W-0.3Si,Si05,"Lass, E. A. The effects of Fe and Si on the phase equilibria in a ??-strengthened Co–Al–W-based superalloy. J. Alloys Compd. 825, (2020).",975,1404,1432,,62.9,19.6,10.2,0,7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
Co-19.5Ni-10.2Al-7.1W,Base,"Lass, E. A. The effects of Fe and Si on the phase equilibria in a ??-strengthened Co–Al–W-based superalloy. J. Alloys Compd. 825, (2020).",974,1417,1439,,63.2,19.5,10.2,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.6Ni-10.Al-6.9W-1.Si,Si1,"Lass, E. A. The effects of Fe and Si on the phase equilibria in a ??-strengthened Co–Al–W-based superalloy. J. Alloys Compd. 825, (2020).",973,1390,1424,,62.5,19.6,10,0,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Co-19.8Ni-10.2Al-6.7W-1.8Si,Si2,"Lass, E. A. The effects of Fe and Si on the phase equilibria in a ??-strengthened Co–Al–W-based superalloy. J. Alloys Compd. 825, (2020).",966,1359,1410,,61.5,19.8,10.2,0,6.7,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0
Co-19.6Ni-5.2Fe-10.3Al-6.8W,Fe5,"Lass, E. A. The effects of Fe and Si on the phase equilibria in a ??-strengthened Co–Al–W-based superalloy. J. Alloys Compd. 825, (2020).",936,1410,1432,,58.1,19.6,10.3,0,6.8,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0
Co-19.8Ni-10.3Fe-10.3Al-6.4W,Fe10,"Lass, E. A. The effects of Fe and Si on the phase equilibria in a ??-strengthened Co–Al–W-based superalloy. J. Alloys Compd. 825, (2020).",892,1403,1426,,53.2,19.8,10.3,0,6.4,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0
Co-19.7Ni-15.3Fe-10.3Al-6.5W,Fe15,"Lass, E. A. The effects of Fe and Si on the phase equilibria in a ??-strengthened Co–Al–W-based superalloy. J. Alloys Compd. 825, (2020).",860,1395,1419,,48.2,19.7,10.3,0,6.5,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0
Co-30.Ni-7.Al-7.W-4.Ti-1.Ta,L13,"Lass, E. A., Sauza, D. J., Dunand, D. C. & Seidman, D. N. Multicomponent ?’-strengthened Co-based superalloys with increased solvus temperatures and reduced mass densities. Acta Mater. 147, 284–295 (2018).",1167,1366,1419,,51,30,7,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-7.Al-7.W-4.Ti-1.Ta,L12,"Lass, E. A., Sauza, D. J., Dunand, D. C. & Seidman, D. N. Multicomponent ?’-strengthened Co-based superalloys with increased solvus temperatures and reduced mass densities. Acta Mater. 147, 284–295 (2018).",1134,1351,1413,,71,10,7,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.Al-2.W-4.Ti-1.Ta-1.Nb-3.Mo,L19,"Lass, E. A., Sauza, D. J., Dunand, D. C. & Seidman, D. N. Multicomponent ?’-strengthened Co-based superalloys with increased solvus temperatures and reduced mass densities. Acta Mater. 147, 284–295 (2018).",1126,1317,1385,,52,30,7,0,2,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.Al-4.Ti-1.Ta-1.Nb-5.Mo,L17,"Lass, E. A., Sauza, D. J., Dunand, D. C. & Seidman, D. N. Multicomponent ?’-strengthened Co-based superalloys with increased solvus temperatures and reduced mass densities. Acta Mater. 147, 284–295 (2018).",1105,1314,1367,,52,30,7,0,0,4,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.Al-4.Ti-2.Nb-5.Mo,L15,"Lass, E. A., Sauza, D. J., Dunand, D. C. & Seidman, D. N. Multicomponent ?’-strengthened Co-based superalloys with increased solvus temperatures and reduced mass densities. Acta Mater. 147, 284–295 (2018).",1082,1301,1353,,52,30,7,0,0,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-7.Al-2.W-4.Ti-1.Ta-1.Nb-3.Mo,L18,"Lass, E. A., Sauza, D. J., Dunand, D. C. & Seidman, D. N. Multicomponent ?’-strengthened Co-based superalloys with increased solvus temperatures and reduced mass densities. Acta Mater. 147, 284–295 (2018).",1076,1300,1377,,72,10,7,0,2,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-7.Al-4.Ti-1.Ta-1.Nb-5.Mo,L16,"Lass, E. A., Sauza, D. J., Dunand, D. C. & Seidman, D. N. Multicomponent ?’-strengthened Co-based superalloys with increased solvus temperatures and reduced mass densities. Acta Mater. 147, 284–295 (2018).",1033,1294,1367,,72,10,7,0,0,4,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-7.Al-4.Ti-2.Nb-5.Mo,L14,"Lass, E. A., Sauza, D. J., Dunand, D. C. & Seidman, D. N. Multicomponent ?’-strengthened Co-based superalloys with increased solvus temperatures and reduced mass densities. Acta Mater. 147, 284–295 (2018).",1021,1277,1360,,72,10,7,0,0,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-5.Re,Re5,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",1085,,1222,"reported T_m, assuming that means liquidus",83,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-3.Re,Re3,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",1073,,1214,"reported T_m, assuming that means liquidus",85,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-1.Re,Re1,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",1059,,1203,"reported T_m, assuming that means liquidus",87,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-2.5Cr-9.W-0.5C,2.5Cr,"Liu, C., Sun, Y., Wen, M., He, T. & Yu, J. Effect of Cr addition on microstructure and welding solidification cracking susceptibility of Co-Al-W based superalloys. J. Manuf. Process. (2020) doi:10.1016/j.jmapro.2020.03.049.",998.36,1420,1441,,78.8,0,9.2,2.5,9,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-5.Cr-9.W-0.5C,5Cr,"Liu, C., Sun, Y., Wen, M., He, T. & Yu, J. Effect of Cr addition on microstructure and welding solidification cracking susceptibility of Co-Al-W based superalloys. J. Manuf. Process. (2020) doi:10.1016/j.jmapro.2020.03.049.",972.15,1416,1434,,76.3,0,9.2,5,9,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-7.5Cr-9.W-0.5C,7.5cr,"Liu, C., Sun, Y., Wen, M., He, T. & Yu, J. Effect of Cr addition on microstructure and welding solidification cracking susceptibility of Co-Al-W based superalloys. J. Manuf. Process. (2020) doi:10.1016/j.jmapro.2020.03.049.",967.13,1377,1388,,73.8,0,9.2,7.5,9,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-16.Ni-9.3Al-6.Cr-3.4W-2.6Ti-2.8Ta-0.Mo-0.5Hf-0.26C-0.14B,0Mo,"Liu, J., Yu, J. J., Yang, Y. H., Zhou, Y. Z. & Sun, X. F. Effects of Mo on the evolution of microstructures and mechanical properties in Co-Al-W base superalloys. Mater. Sci. Eng. A 745, 404–410 (2019).",1103,,1366,,58.94573616,16.01641243,9.290650997,6.026433408,3.408947253,2.614412678,2.770713956,0,0,0,0.260886214,0,0.139138027,0,0,0,0,0,0.526668886,0,0,0,0,0,0
Co-16.4Ni-9.5Al-6.2Cr-3.5W-2.7Ti-2.8Ta-3.3Mo-0.5Hf-0.27C-0.14B,5Mo,"Liu, J., Yu, J. J., Yang, Y. H., Zhou, Y. Z. & Sun, X. F. Effects of Mo on the evolution of microstructures and mechanical properties in Co-Al-W base superalloys. Mater. Sci. Eng. A 745, 404–410 (2019).",1085,,1355,,54.75179435,16.35183673,9.485220797,6.152642211,3.480339256,2.669165111,2.828739735,0,0,3.33416138,0.266349833,0,0.14205193,0,0,0,0,0,0.537698668,0,0,0,0,0,0
Co-4.1Ti-2.2Nb-10.1V,CVTN,"Liu, X. et al. Effects of Nb and W additions on the microstructures and mechanical properties of novel ?/?’ Co-V-Ti-based superalloys. Metals (Basel). 8, (2018).",1055,,1254,"reported T_m, assuming that means liquidus",83.6,0,0,0,0,4.1,0,2.2,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.1W-4.1Ti-9.9V,CCTW,"Liu, X. et al. Effects of Nb and W additions on the microstructures and mechanical properties of novel ?/?’ Co-V-Ti-based superalloys. Metals (Basel). 8, (2018).",1035,,1313,"reported T_m, assuming that means liquidus",83.9,0,0,0,2.1,4.1,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Ti-12.1V,CVT-1,"Liu, X. et al. Effects of Nb and W additions on the microstructures and mechanical properties of novel ?/?’ Co-V-Ti-based superalloys. Metals (Basel). 8, (2018).",1023,,1306,"reported T_m, assuming that means liquidus",83.7,0,0,0,0,4.2,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-27.3Ni-4.9Al-14.5Cr-4.9Ti,47Co,"Llewelyn, S. C. H. et al. The effect of Ni:Co ratio on the elemental phase partitioning in ?-?? Ni-Co-Al-Ti-Cr alloys. Acta Mater. 131, 296–304 (2017).",1020,1310,1389,,48.38,27.27,4.91,14.52,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.9Ni-4.3Al-14.7Cr-5.1Ti,56Co,"Llewelyn, S. C. H. et al. The effect of Ni:Co ratio on the elemental phase partitioning in ?-?? Ni-Co-Al-Ti-Cr alloys. Acta Mater. 131, 296–304 (2017).",983,1300,1390,,57.03,18.89,4.31,14.71,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-8.Al-6.Cr-5.W-2.5Ti-1.5Ta-1.4Si-0.1Hf,ERBOCo-0,"Lopez-Galilea, I. et al. The thermal stability of intermetallic compounds in an as-cast SX co-base superalloy. Adv. Eng. Mater. 17, 741–747 (2015).",1112,1339,1408,,55.5,20,8,6,5,2.5,1.5,0,0,0,0,0,0,0,0,1.4,0,0,0.1,0,0,0,0,0,0
Co-20.Ni-8.Al-6.Cr-5.W-2.5Ti-1.5Ta-1.4Si-0.1Hf,ERBOCo-0,"Lopez-Galilea, I. et al. The thermal stability of intermetallic compounds in an as-cast SX co-base superalloy. Adv. Eng. Mater. 17, 741–747 (2015).",1100,1294,1398,"reported T_m, assuming that means solidus because liquidus is also given",55.5,20,8,6,5,2.5,1.5,0,0,0,0,0,0,0,0,1.4,0,0,0.1,0,0,0,0,0,0
Co-40.Ni-10.Al-10.Cr-7.5W-3.Ta-0.6C-0.06B,40Ni-3Ta,"Matos, A., Costa, S., Nunes, C. A. & Ramirez, A. J. Development of Co-based superalloys. doi:10.13140/RG.2.2.27969.86883.",1129,1339,1379,,28.84,40,10,10,7.5,0,3,0,0,0,0.6,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.Cr-7.5W-3.Nb-0.6C-0.06B,30Ni-3Nb,"Matos, A., Costa, S., Nunes, C. A. & Ramirez, A. J. Development of Co-based superalloys. doi:10.13140/RG.2.2.27969.86883.",1092,,1376,,38.84,30,10,10,7.5,0,0,3,0,0,0.6,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-10.Al-2.Nb-5.Mo,Co–20Ni–10Al–5Mo–2Nb,"Migas, D., Moskal, G. & Maci?g, T. Thermal analysis of W-free Co–(Ni)–Al–Mo–Nb superalloys. J. Therm. Anal. Calorim. (2020) doi:10.1007/s10973-020-09375-7.",950,1338,1411,,63,20,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Al-2.Nb-5.Mo,Co–10Al–5Mo–2Nb,"Migas, D., Moskal, G. & Maci?g, T. Thermal analysis of W-free Co–(Ni)–Al–Mo–Nb superalloys. J. Therm. Anal. Calorim. (2020) doi:10.1007/s10973-020-09375-7.",861,1318,1421,,83,0,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-1.9W-0.7Ta-0.6Mo-0.3Re,Petrushin alloy 1,"Petrushin, N. et al. A single-crystal co-base superalloy strengthened by ?? precipitates: Structure and mechanical properties. Adv. Eng. Mater. 17, 755–760 (2015).",1005,1389,1439,,67,15.9,13.6,0,1.9,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-1.5Ta,Co-7.8Al-7.8W-4.5Cr-1.5Ta,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1413,1453,,78.4,0,7.8,4.5,7.8,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Re,Co-8.8Al-9.8W-2Re,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1469,1492,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
