Shortname,name,Paper,Stress (MPa),Strain Rate (min) /s,Time to 1% strain (s),log(time),Temperature C,ID-curve,Sol. Temp (ºC),Sol. Time (h),1 age temp (ºC),1 age time (h),2 age temp (ºC),2 age time (hr),C/T,Orientation,VolFrac (%),Notes,IndexRef,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-10.Ni-5.Al-4.Cr-2.Ti-3.Ta-3.V-0.04B,Co-10Ni-5Al-4Cr-3Ta-3V-2Ti-0.04B,"Reyes Tirado, F. L., Taylor, S. & Dunand, D. C. Effect of Al, Ti and Cr additions on the ?-?’ microstructure of W-free Co-Ta-V-Based superalloys. Acta Mater. 172, 44–54 (2019).",460,0.0000546,183.1501832,2.262807357,850,421-1,1200,48,850,168,,,1,10,34,,421,72.96,10,5,4,0,2,3,0,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.7Al-8.2W-1.6Ti-1.2Ta,TaTi,"Rhein, R. K. Thermodynamics and Creep Behavior of L1 2-containing Co-base Superalloys. (2019).",248,0.0000001,100000,5,982,428-2,1340,48,1000,24,,,-1,1,70,"reported 1E7 on page 78, but I put 1E-7, assuming typo, Vf= maaaaybe = 70",428,78.3,0,10.7,0,8.2,1.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-2.Ta,CrTa,"Titus, M. S. et al. High resolution energy dispersive spectroscopy mapping of planar defects in L12-containing Co-base superalloys. Acta Mater. 89, 423–437 (2015).",310,0.000000014,714285.7143,5.853871964,900,499-1,1300,6,900,150,,,-1,1,43,"tensile, single crystal",499,77.9,0,7.8,4.5,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-2.Ta,CrTa,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",275,0.000000004,2500000,6.397940009,900,499-1,1300,6,900,150,,,-1,1,43,,499,77.9,0,7.8,4.5,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Ta,Tanaka alloy 2,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",137,1.14E-08,877192.9825,5.943095149,1000,507-1,1250,4,1000,96,,,-1,1,85,"tensile, single crystal",170,79,0,9,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W-2.Ta,Tanaka alloy 3,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",137,2.26E-08,442477.8761,5.645891561,1000,508-1,1250,4,1000,96,,,-1,1,50,"tensile, single crystal",174,81,0,9,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",137,2.92E-08,342465.7534,5.534617149,1000,509-1,1250,4,1000,96,,,-1,1,43,"tensile, single crystal",509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.Ni-9.3Al-6.4Cr-6.9W-1.4Ta,CoNi-C-2,"Titus, M. S. et al. High resolution energy dispersive spectroscopy mapping of planar defects in L12-containing Co-base superalloys. Acta Mater. 89, 423–437 (2015).",275,0.00000001,1000000,6,900,522-1,1230,12,950,100,,,-1,1,70,"tensile, single crystal, Vf might = 70",522,38,38,9.3,6.4,6.9,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.Ni-11.2Al-6.5W-2.8Ta,CoNi-C,"Titus, M. S., Eggeler, Y. M., Suzuki, A. & Pollock, T. M. Creep-induced planar defects in L12-containing Co- and CoNi-base single-crystal superalloys. Acta Mater. 82, 530–539 (2015)",275,0.00000001,1000000,6,900,528-1,1215,12,1000,100,,,-1,1,50,"tensile, single crystal",528,41.5,38,11.2,0,6.5,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.Ni-9.3Al-6.3Cr-6.9W-1.4Ta,CoNi-C,"Titus, M. S., Suzuki, A. & Pollock, T. M. Creep and directional coarsening in single crystals of new ?-?? Cobalt-base alloys. Scr. Mater. 66, 574–577 (2012).",310,0.000000052,192307.6923,5.283996656,900,532-1,1215,12,950,120,,,-1,1,50,"2 papers from same author use same name for different alloys, did not specify aging time",532,38.1,38,9.3,6.3,6.9,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-9.8Al-6.3Cr-6.3W-2.4Ta,CoNi-A+,"Titus, M. S., Suzuki, A. & Pollock, T. M. Creep and directional coarsening in single crystals of new ?-?? Cobalt-base alloys. Scr. Mater. 66, 574–577 (2012).",246,4.77E-10,20964360.59,7.321481621,900,530-1,1215,12,950,120,,,-1,1,50,,530,46,29.2,9.8,6.3,6.3,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.2Ni-8.8Al-10.1Cr-6.3W-2.1Ta,CoNi-B,"Titus, M. S., Suzuki, A. & Pollock, T. M. Creep and directional coarsening in single crystals of new ?-?? Cobalt-base alloys. Scr. Mater. 66, 574–577 (2012).",246,2.38E-09,4201680.672,6.623423043,900,531-1,1215,12,950,120,,,-1,1,50,,531,44.5,28.2,8.8,10.1,6.3,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.7Ni-9.6Al-6.2Cr-4.8W-1.9Ta-2.Mo,CoNi-D,"Titus, M. S., Suzuki, A. & Pollock, T. M. Creep and directional coarsening in single crystals of new ?-?? Cobalt-base alloys. Scr. Mater. 66, 574–577 (2012).",275,9.72E-09,1028806.584,6.012333735,900,533-1,1215,12,950,120,,,-1,1,50,,533,44.8,30.7,9.6,6.2,4.8,0,1.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",250,4.57E-08,218914.1856,5.340273905,850,644-1,1150,100,900,100,,,1,10,60,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",300,1.33E-07,75392.0386,4.877325487,850,644-1,1150,100,900,100,,,1,10,60,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",350,3.56E-07,28123.85747,4.449074888,850,644-1,1150,100,900,100,,,1,10,60,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",389,1.01E-06,9947.279419,3.997704317,850,644-1,1150,100,900,100,,,1,10,60,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",513,9.95E-06,1005.348454,3.002316614,850,644-1,1150,100,900,100,,,1,10,60,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",635,0.000095826,104.3558116,2.01851664,850,644-1,1150,100,900,100,,,1,10,60,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",753,0.0009737,10.27010373,1.01157483,850,644-1,1150,100,900,100,,,1,10,60,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-9.W-0.04B,NC50,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",250,1.60E-07,62695.92476,4.797239313,900,645-1,1250,24,900,100,,,1,10,57,,645,36.46,37.5,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-9.W-0.04B,NC50,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",300,0.000000679,14727.5405,4.168130226,900,645-1,1250,24,900,100,,,1,10,57,,645,36.46,37.5,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-9.W-0.04B,NC50,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",350,0.00000269,3717.472119,3.57024772,900,645-1,1250,24,900,100,,,1,10,57,,645,36.46,37.5,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.Al-8.Cr-9.W-0.04B,NC75,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",250,0.00000039,25641.02564,4.408935393,900,646-1,1250,24,900,100,,,1,10,71,,646,55.16,18.8,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.Al-8.Cr-9.W-0.04B,NC75,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",300,0.00000227,4405.286344,3.643974143,900,646-1,1250,24,900,100,,,1,10,71,,646,55.16,18.8,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.Al-8.Cr-9.W-0.04B,NC75,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",350,0.00000798,1253.132832,3.097997109,900,646-1,1250,24,900,100,,,1,10,71,,646,55.16,18.8,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.Cr-9.W-0.04B,NC100,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",250,0.00000343,2915.451895,3.46470588,900,647-1,1250,24,900,100,,,1,10,15,also beta and mu,647,73.96,0,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.Cr-9.W-0.04B,NC100,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",300,0.00000968,1033.057851,3.014124643,900,647-1,1250,24,900,100,,,1,10,15,also beta and mu,647,73.96,0,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-41.5Ni-9.6Al-7.4W-0.04B,ERBO-NC50_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",250,0.00000178,5617.977528,3.749579998,900,648-1,1250,24,900,100,,,1,10,56,,648,41.48,41.5,9.6,0,7.38,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.8Ni-9.2Al-7.4W-0.04B,ERBO-NC75_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",250,0.000000265,37735.84906,4.576754126,900,649-1,1250,24,900,100,,,1,10,49,,649,62.6,20.75,9.2,0,7.41,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-7.5W-0.04B,ERBO-NC100_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",250,0.000000585,17094.01709,4.232844134,900,650-1,1250,24,900,100,,,1,10,33,,650,83.03,0,9.4,0,7.53,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-7.3W-0.04B,ERBO-NC50_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",250,0.000000192,52083.33333,4.716698771,900,651-1,1250,24,900,100,,,1,10,49,,651,38.16,37.5,9,8,7.3,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.2Al-8.Cr-7.6W-0.04B,ERBO-NC75_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",250,0.000000326,30674.84663,4.4867824,900,652-1,1250,24,900,100,,,1,10,50,,652,56.41,18.75,9.2,8,7.6,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-8.Cr-7.9W-0.04B,ERBO-NC100_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",250,0.00000183,5464.480874,3.73754891,900,653-1,1250,24,900,100,,,1,10,47,,653,75.36,0,8.7,8,7.9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.6Ti,WG_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,0.00000473,2114.164905,3.325138859,850,654-1,1130,100,900,100,,,1,10,47,,654,87.4,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.6Ti,WG_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,0.000000141,70921.98582,4.850780887,750,654-1,1130,100,900,100,,,1,10,47,,654,87.4,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.2Al-1.W-11.2Ti,WF_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,0.00000271,3690.0369,3.567030709,850,656-1,1130,100,900,100,,,1,10,47,,656,86.6,0,1.2,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.2Al-1.W-11.2Ti,WF_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,0.000000071,140845.0704,5.148741651,750,656-1,1130,100,900,100,,,1,10,47,,656,86.6,0,1.2,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.7Al-2.5W-8.8Ti,WE_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,0.0000011,9090.909091,3.958607315,850,658-1,1130,100,900,100,,,1,10,47,,658,86,0,2.7,0,2.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.7Al-2.5W-8.8Ti,WE_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,0.000000071,140845.0704,5.148741651,750,658-1,1130,100,900,100,,,1,10,47,,658,86,0,2.7,0,2.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,3.21E-08,311526.4798,5.493494968,750,660-1,1130,100,900,100,,,1,10,47,,660,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,0.000000659,15174.50683,4.181114585,850,660-1,1130,100,900,100,,,1,10,47,,660,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,9.38E-08,106609.8081,5.027797162,750,660-1,1130,100,900,100,,,1,10,47,,660,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,0.000000167,59880.23952,4.777283529,850,662-1,1130,100,900,100,,,1,10,47,,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,2.09E-08,478468.8995,5.679853714,750,662-1,1130,100,900,100,,,1,10,47,,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,0.000000325,30769.23077,4.488116639,850,662-1,1130,100,900,100,,,1,10,47,,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,3.35E-08,298507.4627,5.474955193,750,662-1,1130,100,900,100,,,1,10,47,,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,4.83E-08,207039.3375,5.316052869,850,664-1,1130,100,900,100,,,1,10,47,,664,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,0.000000018,555555.5556,5.744727495,750,664-1,1130,100,900,100,,,1,10,47,,664,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,0.000000221,45248.86878,4.655607726,850,664-1,1130,100,900,100,,,1,10,47,,664,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,3.01E-08,332225.9136,5.521433504,750,664-1,1130,100,900,100,,,1,10,47,,664,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-8.2W,WA_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",300,0.000000346,28901.7341,4.460923901,850,667-1,1130,100,900,100,,,1,10,47,,667,82.9,0,8.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-8.2W,WA_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",500,7.41E-08,134952.7665,5.130181792,750,667-1,1130,100,900,100,,,1,10,47,,667,82.9,0,8.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",284,0.000000194,51546.39175,4.71219827,900,753-1,1250,20,950,16,,,1,10,52,"2 samples, compression",753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",307,3.07E-08,325732.899,5.512861625,850,753-1,1250,20,950,16,,,1,10,52,"2 samples, compression",753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",350,2.90E-09,3448275.862,6.537602002,800,753-1,1250,20,950,16,,,1,10,52,"2 samples, compression",753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",218,1.88E-08,531914.8936,5.725842151,900,753-1,1250,20,950,16,,,1,10,52,"2 samples, compression",753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",243,3.98E-08,251256.2814,5.400116928,900,753-1,1250,20,950,16,,,1,10,52,"2 samples, compression",753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",247,3.65E-08,273972.6027,5.437707136,900,753-1,1250,20,950,16,,,1,10,52,"2 samples, compression",753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",268,9.17E-08,109051.2541,5.037630664,900,753-1,1250,20,950,16,,,1,10,52,"2 samples, compression",753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
