Shortname,Name,Paper,Temperature C,aging time,Vf,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-40.0Ni-7.Al-8.0W-4.0Ti-1.0Ta,40Ni,"Li, W., Li, L., Wei, C., Zhao, J. C., & Feng, Q. (2021). Effects of Ni, Cr and W on the microstructural stability of multicomponent CoNi-base superalloys studied using CALPHAD and diffusion-multiple approaches. Journal of Materials Science and Technology, 80, 139–149. https://doi.org/10.1016/j.jmst.2020.10.081",1000,1000,78.6,,,40,40,7,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.0Ni-7.Al-4.0Ti-1.0Ta,0W,"Li, W., Li, L., Wei, C., Zhao, J. C., & Feng, Q. (2021). Effects of Ni, Cr and W on the microstructural stability of multicomponent CoNi-base superalloys studied using CALPHAD and diffusion-multiple approaches. Journal of Materials Science and Technology, 80, 139–149. https://doi.org/10.1016/j.jmst.2020.10.082",1000,1000,0,,,68,20,7,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.0Ni-7.Al-15.0Cr-4.0Ti-1.0Ta,15Cr0W,"Li, W., Li, L., Wei, C., Zhao, J. C., & Feng, Q. (2021). Effects of Ni, Cr and W on the microstructural stability of multicomponent CoNi-base superalloys studied using CALPHAD and diffusion-multiple approaches. Journal of Materials Science and Technology, 80, 139–149. https://doi.org/10.1016/j.jmst.2020.10.083",1000,1000,16.9,,,53,20,7,15,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-11.Al-5.0Cr-4.1W-3.9Ti-1.0Ta,CoNi-based single crystal,"Lian, Y., Gao, L., Hu, P., Yin, Q., Wang, X., Wen, Z., & Wang, J. (2022). Effect of withdrawal rate on the microstructure and mechanical properties of a novel monocrystalline CoNi-based superalloy. Materials Today Communications, 30. https://doi.org/10.1016/j.mtcomm.2021.103053",1000,50,88,,,44.9,30.1,11,5,4.1,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.4Ni-10.5Al-5.0Cr-4.1W-3.9Ti-1.0Ta-0.09C-0.05B,Lian alloy,"Lian, Y., Wang, X., Gao, L., Yin, Q., Hu, P., Wen, Z., & Wang, J. (2022). Microstructure and Tensile Behavior of a Novel Monocrystalline Co-Based Superalloy at Different Temperatures. Advanced Engineering Materials, 24(4). https://doi.org/10.1002/adem.202101037",1000,50,86,,,44.98,30.4,10.5,5.03,4.05,3.9,1,0,0,0,0.09,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.3Ni-4.7Al-15.5Cr-5.3Ti,Co-30Ni-15Cr-5Al-5Ti,"Liang, Z., Neumeier, S., Rao, Z., Göken, M., & Pyczak, F. (2022). CALPHAD informed design of multicomponent CoNiCr-based superalloys exhibiting large lattice misfit and high yield stress. Materials Science and Engineering A, 854. https://doi.org/10.1016/j.msea.2022.143798",900,1080,47.4,,,45.2,29.3,4.7,15.5,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.3Ni-6.4Al-15.2Cr-5.1Ti-2.1Ta,Co-30Ni-15Cr-5Al-5Ti-2Ta,"Liang, Z., Neumeier, S., Rao, Z., Göken, M., & Pyczak, F. (2022). CALPHAD informed design of multicomponent CoNiCr-based superalloys exhibiting large lattice misfit and high yield stress. Materials Science and Engineering A, 854. https://doi.org/10.1016/j.msea.2022.143798",900,1080,66.5,,,41.9,29.3,6.4,15.2,0,5.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.0Ni-4.5Al-15.6Cr-5.5Ti,CoNi-baseline,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,1080,35.7,,,40.4,34,4.5,15.6,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.3Ni-4.7Al-15.6Cr-5.1Ti-1.9Ta,CoNi-2Ta,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,1080,61,,,38.4,34.3,4.7,15.6,0,5.1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.7Ni-4.5Al-15.5Cr-4.9Ti-1.8Nb,CoNi-2Nb,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,1080,55.4,,,38.6,34.7,4.5,15.5,0,4.9,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.6Ni-4.4Al-15.4Cr-0.9W-5.2Ti-2.0Mo,CoNi-3W,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,1080,49.8,,,37.5,34.6,4.4,15.4,0.9,5.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.8Ni-4.7Al-15.3Cr-3.1W-5.1Ti,CoNi-2Mo1W,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,1080,45.7,,,37,34.8,4.7,15.3,3.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.4Ni-4.7Al-15.2Cr-1.2W-5.2Ti-1.0Ta-2.1Mo,CoNi-2Mo1W2Ti,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,1080,49.9,,,34.2,36.4,4.7,15.2,1.2,5.2,1,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.4Ni-4.5Al-15.7Cr-1.1W-7.4Ti-1.8Mo,CoNi-2Mo1W1Ta,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,1080,49.9,,,35.1,34.4,4.5,15.7,1.1,7.4,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.8Al-3.0Cr-2.2W-2.0Ti-2.1Ta-1.0Mo,MGE-base,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,45.5,,,49.4,29.5,10.8,3,2.2,2,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-3.6Ti-2.1Ta-1.0Mo,MGE-Ti,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,74.9,,,47.9,29.4,10.8,3,2.2,3.6,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-2.1Ti-3.6Ta-1.0Mo,MGE-Ta,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,74.2,,,47.9,29.4,10.8,3,2.2,2.1,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.6Ni-10.5Al-3.1Cr-1.5W-2.0Ti-2.1Ta-2.5Mo,MGE-Mo,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,60.7,,,48.7,29.6,10.5,3.1,1.5,2,2.1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-10.5Al-4.4Cr-1.9W-2.0Ti-2.1Ta-1.0Mo,MGE-Cr,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,40.7,,,48.4,29.7,10.5,4.4,1.9,2,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-2.0Ti-2.1Ta-1.5Nb-1.0Mo,MGE-Nb,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,73.6,,,48,29.4,10.8,3,2.2,2,2.1,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-11.Al-3.0Cr-1.8W-2.0Ti-2.0Ta-1.0Mo-1.1Re,MGE-Re,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,37.7,,,48.6,29.5,11,3,1.8,2,2,0,0,1,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0
Co-34.7Ni-11.1Al-2.8Cr-1.1W-2.0Ti-2.2Ta-1.1Mo,MGE-Ni,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,41.7,,,45,34.7,11.1,2.8,1.1,2,2.2,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-11.8Al-3.0Cr-1.8W-2.0Ti-2.1Ta-1.1Mo,MGE-Al,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,52.4,,,48.8,29.4,11.8,3,1.8,2,2.1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.6Ni-11.1Al-3.0Cr-2.8W-2.1Ti-2.2Ta-1.0Mo,MGE-W,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1050,1000,58.5,,,48.2,29.6,11.1,3,2.8,2.1,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.8Al-3.0Cr-2.2W-2.0Ti-2.1Ta-1.0Mo,MGE-base,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,21.9,,,49.4,29.5,10.8,3,2.2,2,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-3.6Ti-2.1Ta-1.0Mo,MGE-Ti,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,58.3,,,47.9,29.4,10.8,3,2.2,3.6,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-2.1Ti-3.6Ta-1.0Mo,MGE-Ta,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,63.4,,,47.9,29.4,10.8,3,2.2,2.1,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.6Ni-10.5Al-3.1Cr-1.5W-2.0Ti-2.1Ta-2.5Mo,MGE-Mo,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,29.7,,,48.7,29.6,10.5,3.1,1.5,2,2.1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-10.5Al-4.4Cr-1.9W-2.0Ti-2.1Ta-1.0Mo,MGE-Cr,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,20.2,,,48.4,29.7,10.5,4.4,1.9,2,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-2.0Ti-2.1Ta-1.5Nb-1.0Mo,MGE-Nb,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,59.1,,,48,29.4,10.8,3,2.2,2,2.1,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-11.Al-3.0Cr-1.8W-2.0Ti-2.0Ta-1.0Mo-1.1Re,MGE-Re,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,12.6,,,48.6,29.5,11,3,1.8,2,2,0,0,1,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0
Co-34.7Ni-11.1Al-2.8Cr-1.1W-2.0Ti-2.2Ta-1.1Mo,MGE-Ni,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,16.6,,,45,34.7,11.1,2.8,1.1,2,2.2,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-11.8Al-3.0Cr-1.8W-2.0Ti-2.1Ta-1.1Mo,MGE-Al,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,21.6,,,48.8,29.4,11.8,3,1.8,2,2.1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.6Ni-11.1Al-3.0Cr-2.8W-2.1Ti-2.2Ta-1.0Mo,MGE-W,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1100,500,27.1,,,48.2,29.6,11.1,3,2.8,2.1,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-11.9Al-2.1Cr-1.3W-2.2Ti-4.3Ta,44928,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1000,1000,74.5,,,42.6,35.6,11.9,2.1,1.3,2.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-11.3Al-2.0Cr-1.8W-2.0Ti-4.1Ta,44988,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1000,1000,76.8,,,43.2,35.6,11.3,2,1.8,2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.5Ni-13.2Al-2.2Cr-1.2W-1.0Ti-4.0Ta,44989,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1000,1000,79.9,,,42.9,35.5,13.2,2.2,1.2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ti-2.0Ta-5.0V,2Ti,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1000,200,55.6,,,51,30,10,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-2.0Nb-5.0V,2Nb,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1000,200,58.2,,,51,30,10,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-5.0V-2.0Mo,2Mo,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1000,200,44.7,,,51,30,10,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0W-2.0Ta-5.0V,2W,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",1000,200,59.2,,,51,30,10,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-5.0V,base,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,100,62.6,,,53,30,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ti-2.0Ta-5.0V,2Ti,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,100,67.5,,,51,30,10,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-2.0Nb-5.0V,2Nb,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,100,69.7,,,51,30,10,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-5.0V-2.0Mo,2Mo,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,100,64.1,,,51,30,10,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0W-2.0Ta-5.0V,2W,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,100,66.4,,,51,30,10,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",1000,1000,100,,,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",900,1000,100,,,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",1100,168,100,,,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.0W-4.0Ti-1.0Ta,5Co,"Lu, S., Luo, Z., Li, L., & Feng, Q. (2022). Comparison of Creep Mechanisms Between Co-Al-W- and CoNi-Based Single Crystal Superalloys at Low Temperature and High Stresses. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06892-y",900,50,79.1,,,80,0,7,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.Al-5.0Cr-4.0W-4.0Ti-1.0Ta,7CoNi,"Lu, S., Luo, Z., Li, L., & Feng, Q. (2022). Comparison of Creep Mechanisms Between Co-Al-W- and CoNi-Based Single Crystal Superalloys at Low Temperature and High Stresses. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06892-y",800,16,87.9,,,45,30,11,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-2.0Ti-2.0Nb,2Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115105",900,50,41,,,59,30,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.Al-4.0Ti-2.0Nb,4Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115106",900,50,56,,,57,30,7,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
