Shortname,Name,Paper,Aging Temp C,Temperature C,g' lattice parameter (nm),g lattice parameter,misfit,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-8.3Al-9.4W-0.1B,Co-9Al-9W-0.1B,"Pyczak, F. et al. Plastic deformation mechanisms in a crept L12 hardened Co-base superalloy. Mater. Sci. Eng. A 571, 13–18 (2013).",900,850,0.3658,0.3645,0.0035,,407,82.2,0,8.3,0,9.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.3Al-9.4W-0.1B,Co-9Al-9W-0.1B,"Pyczak, F. et al. Plastic deformation mechanisms in a crept L12 hardened Co-base superalloy. Mater. Sci. Eng. A 571, 13–18 (2013).",900,900,0.3658,0.3656,0.001,,407,82.2,0,8.3,0,9.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-10.3W-0.1B,Co-9Al-11W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",900,25,0.3595,0.3586,0.002507,,410,80.7,0,8.9,0,10.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Al-7.4W-0.1B,Co-9Al-8W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",900,25,0.3589,0.3576,0.003629,,408,84,0,8.5,0,7.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Al-8.7W-0.1B,Co-9Al-9W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",900,25,0.3594,0.358,0.003903,,409,82.7,0,8.5,0,8.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S. et al. Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Mater. Sci. Eng. A 139455 (2020) doi:10.1016/j.msea.2020.139455.",900,25,,,0.0043,,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.8Ni-9.2Al-5.1W-4.1Ti-1.Ta,Co-30Ni,"Qu, S. et al. Microstructural evolution and compression property of a novel ??-strengthened directionally solidified CoNi-base superalloy. Mater. Sci. Eng. A 761, (2019).",900,25,0.3594,0.3583,0.00307,(004) peak,412,49.82,30.83,9.16,0,5.09,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.W,Co-9.2Al-9W,"Sato, J. et al. Cobalt-base high-temperature alloys. Science (80-. ). 312, 90–91 (2006).",900,25,0.3599,0.358,0.005293,,446,81.8,0,9.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.Ni-10.Al-6.Cr-5.W-2.7Ta,5W,"Shi, L., Yu, J. J., Cui, C. Y. & Sun, X. F. The creep deformation behavior of a single-crystal Co-Al-W-base superalloy at 900°C. Mater. Sci. Eng. A 635, 50–58 (2015).",750,25,0.35956,0.35808,0.004125,,455,59.3,17,10,6,5,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-7.5W,30Ni-10Al-7.5W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",900,25,0.3587,0.3576,0.003071,,464,52.5,30,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,25,0.36,0.3574,0.0073,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,100,0.3603,0.3577,0.007242,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,200,0.3607,0.3583,0.006676,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,300,0.3611,0.3588,0.00639,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,400,0.3616,0.3593,0.006381,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,500,0.3622,0.3597,0.006926,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,600,0.3626,0.3602,0.006641,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,700,0.3633,0.3612,0.005797,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,800,0.364,0.3616,0.006615,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,900,0.3645,0.3625,0.005,,509,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.3Al-3.2W,0Ti,TMS. 2016_Book_TMS2014143rdAnnualMeetingExhib: THE ROLE OF Ti ON REDUCING THE MISFIT OF A Co-AI-W ALLOY. (2014).,900,25,,,0.0179,,540,79.53,0,17.25,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.2Al-3.2W-1.2Ti,1Ti,TMS. 2016_Book_TMS2014143rdAnnualMeetingExhib: THE ROLE OF Ti ON REDUCING THE MISFIT OF A Co-AI-W ALLOY. (2014).,900,25,,,0.0165,,539,78.39,0,17.2,0,3.21,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.1Al-3.2W-3.6Ti,3Ti,TMS. 2016_Book_TMS2014143rdAnnualMeetingExhib: THE ROLE OF Ti ON REDUCING THE MISFIT OF A Co-AI-W ALLOY. (2014).,900,25,,,0.0146,,538,76.1,0,17.13,0,3.2,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.Al-3.2W-7.1Ti,6Tii,TMS. 2016_Book_TMS2014143rdAnnualMeetingExhib: THE ROLE OF Ti ON REDUCING THE MISFIT OF A Co-AI-W ALLOY. (2014).,900,25,,,0.00936,,537,72.71,0,17.02,0,3.18,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-16.9Al-3.2W-9.4Ti,8Ti,TMS. 2016_Book_TMS2014143rdAnnualMeetingExhib: THE ROLE OF Ti ON REDUCING THE MISFIT OF A Co-AI-W ALLOY. (2014).,900,25,,,0.0015,,536,70.48,0,16.94,0,3.16,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W,Co-10Al-5W-2Ta,"Vorontsov, V. A. et al. Coarsening behaviour and interfacial structure of ?? precipitates in Co-Al-W based superalloys. Acta Mater. 120, 14–23 (2016).",900,25,,,0.0067,,563,85.3,0,9.9,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.3Al-6.8W,Co-7Al-7W,"Vorontsov, V. A. et al. Coarsening behaviour and interfacial structure of ?? precipitates in Co-Al-W based superalloys. Acta Mater. 120, 14–23 (2016).",765,25,,,0.0057,,321,85.9,0,7.3,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.2Ni-7.3Al-7.W,Co-7Al-7W-20Ni,"Vorontsov, V. A. et al. Coarsening behaviour and interfacial structure of ?? precipitates in Co-Al-W based superalloys. Acta Mater. 120, 14–23 (2016).",790,25,,,0.0035,,564,65.5,20.2,7.3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Co-9Al-9W,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",900,25,0.3601,0.3577,0.0067,,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-2.Cr-9.W,Co-9Al-9W-2Cr,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",900,25,0.3583,0.3561,0.0063,,567,80,0,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Mo,Co-9Al-9W-2Mo,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",900,25,0.3616,0.3575,0.0113,,569,80,0,9,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Nb,Co-9Al-9W-2Nb,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",900,25,0.3591,0.3557,0.0096,,572,80,0,9,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-9.W,Co-9Al-9W-2Ni,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",900,25,0.3595,0.3573,0.006,,568,80,2,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta,Co-9Al-9W-2Ta,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",900,25,0.3619,0.3563,0.0154,,503,80,0,9,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ti,Co-9Al-9W-2Ti,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",900,25,0.3602,0.3551,0.0143,,565,80,0,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.V,Co-9Al-9W-2V,"Wang, L. et al. Microstructure, phase stability and element partitioning of ?-?? Co-9Al-9W-2X alloys in different annealing conditions. J. Alloys Compd. 787, 594–605 (2019).",900,25,0.3602,0.3564,0.0107,,571,80,0,9,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-4.Ti-1.Ta,Alloy TaTi,"Xue, F. et al. Creep behavior in a ?? strengthened Co-Al-W-Ta-Ti single-crystal alloy at 1000 °c. Scr. Mater. 97, 37–40 (2015).",900,1000,0.3657,0.3641,0.004385,,278,80,0,7,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-7.5W,ERBOCCo-2Ta,"Xue, F. et al. Double minimum creep in the rafting regime of a single-crystal Co-base superalloy. Scr. Mater. 142, 129–132 (2018).",900,25,0.3602,0.3576,0.0074,,583,81.5,2,9,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-7.5W,ERBOCCo-2Ta,"Xue, F. et al. Double minimum creep in the rafting regime of a single-crystal Co-base superalloy. Scr. Mater. 142, 129–132 (2018).",900,700,0.3635,0.3613,0.006071,,583,81.5,2,9,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-7.5W,ERBOCCo-2Ta,"Xue, F. et al. Double minimum creep in the rafting regime of a single-crystal Co-base superalloy. Scr. Mater. 142, 129–132 (2018).",900,800,0.3645,0.3623,0.006054,,583,81.5,2,9,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-7.5W,ERBOCCo-2Ta,"Xue, F. et al. Double minimum creep in the rafting regime of a single-crystal Co-base superalloy. Scr. Mater. 142, 129–132 (2018).",900,900,0.3654,0.3635,0.005213,,583,81.5,2,9,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-7.5W,ERBOCCo-2Ta,"Xue, F. et al. Double minimum creep in the rafting regime of a single-crystal Co-base superalloy. Scr. Mater. 142, 129–132 (2018).",900,1000,0.3652,0.3637,0.004,,583,81.5,2,9,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,25,,,0.0067,HRPD,607,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,300,,,0.00698,HRPD,607,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,400,,,0.00702,HRPD,607,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,500,,,0.00698,HRPD,607,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,600,,,0.00708,HRPD,607,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,700,,,0.00704,HRPD,607,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,900,,,0.00695,HRPD,607,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-4.9W-1.7Ta,2Ta-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,850,,,0.00683,HRPD,607,83.3,0,10.1,0,4.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,25,,,0.00517,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,100,,,0.0052,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,150,,,0.00539,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,200,,,0.00515,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,250,,,0.00542,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,300,,,0.00552,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,350,,,0.00552,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,400,,,0.00558,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,450,,,0.00564,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,500,,,0.00564,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,550,,,0.00571,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,600,,,0.00574,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,650,,,0.0058,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,700,,,0.00582,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,2Ta,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",900,750,,,0.00579,I12,323,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.5Al-6.W-2.3Ti,2Ti-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,25,,,0.0059,HRPD,606,85.2,0,6.5,0,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.5Al-6.W-2.3Ti,2Ti-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,300,,,0.00617,HRPD,606,85.2,0,6.5,0,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.5Al-6.W-2.3Ti,2Ti-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,400,,,0.00617,HRPD,606,85.2,0,6.5,0,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.5Al-6.W-2.3Ti,2Ti-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,500,,,0.00617,HRPD,606,85.2,0,6.5,0,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.5Al-6.W-2.3Ti,2Ti-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,600,,,0.00617,HRPD,606,85.2,0,6.5,0,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.5Al-6.W-2.3Ti,2Ti-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,700,,,0.00617,HRPD,606,85.2,0,6.5,0,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.5Al-6.W-2.3Ti,2Ti-2,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,800,,,0.00518,HRPD,606,85.2,0,6.5,0,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,25,,,0.00333,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,100,,,0.00343,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,150,,,0.00361,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,200,,,0.00384,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,250,,,0.00389,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
